MA17200070479,CXP,C1_SS_BMA_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L020=C1_SS_BMA_NE08_1 Ten0/3/0-to-C1_SS_BPN_NE08_1 Ten0/3/0,Ethernet,-9.88,,--,Normal,0.49,-14.4,-2.94,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE      ,Unknown,--,--,Dual-fiber Bidirectional,MTRS-02X13-G    ,--,--,34060742,10GBase-LR,,C1_SS_BMA_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.บ้านใหม่,Not Match,
EB200300251951,CXP,C1_SS_BPN_NE08_1,GigabitEthernet0/2/0,C1_ACN1_L046=C1_BPN_NE08_1_SS 10GE0/2/0-to-C1_PQB_NE08_1_E0 10GE0/3/0,Ethernet,-6.95,,--,Normal,-1,-15.8,0.22,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-410     ,--,--,34060796,10GBase-ER,,C1_SS_BPN_NE08_1-GigabitEthernet0/2/0,,กฟฟ.รังสิต,Ph#3,สฟฟ.บางพูน,Not Match,
MA17200060653,CXP,C1_SS_BPN_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L020=C1_SS_BPN_NE08_1 Ten0/3/0-to-C1_SS_BMA_NE08_1 Ten0/3/0,Ethernet,-7.67,,--,Normal,0.49,-14.4,-3.35,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE      ,Unknown,--,--,Dual-fiber Bidirectional,MTRS-02X13-G    ,--,--,34060742,10GBase-LR,,C1_SS_BPN_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.บางพูน,Not Match,
MA17120352107,CXP,C1_SS_BPN_NE08_1,GigabitEthernet0/5/0,C1_ACN1_L016=C1_SS_BPN_NE08_1 Ten0/5/0-to-C1_SS_BDA_NE08_1 Ten0/3/0,Ethernet,-5.4,,--,Normal,0.49,-14.4,-3.35,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE      ,Unknown,--,--,Dual-fiber Bidirectional,MTRS-02X13-G    ,--,--,34060742,10GBase-LR,,C1_SS_BPN_NE08_1-GigabitEthernet0/5/0,,0,Ph#1,สฟฟ.บางพูน,Not Match,
MA20153011454,CXP,C1_SS_BDA_NE08_1,GigabitEthernet0/2/0,C1_ACN1_L047=C1_BDA_NE08_1_SS 10GE0/2/0-to-C1_PQB_NE08_1_E0 10GE0/4/0,Ethernet,-12.27,,--,Normal,0.49,-14.4,-3.48,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE      ,Unknown,--,--,Dual-fiber Bidirectional,MTRS-02X13-G    ,--,--,34060742,10GBase-LR,,C1_SS_BDA_NE08_1-GigabitEthernet0/2/0,,สฟฟ.บางกะดี,Ph#3,สฟฟ.บางกระดี,Not Match,
MA17200070664,CXP,C1_SS_BDA_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L016=C1_SS_BDA_NE08_1 Ten0/3/0-to-C1_SS_BPN_NE08_1 Ten0/5/0,Ethernet,-4.48,,--,Normal,0.49,-14.4,-2.92,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE      ,Unknown,--,--,Dual-fiber Bidirectional,MTRS-02X13-G    ,--,--,34060742,10GBase-LR,,C1_SS_BDA_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.บางกระดี,Not Match,
INGBS0471642,CXP,C1_SS_BDA_NE08_1,GigabitEthernet0/5/0,C1_ACN1_L017=C1_SS_BDA_NE08_1 Ten0/5/0-to-C1_EO_PTI_NE08_1 Ten0/1/0,Ethernet,-4.97,,--,Normal,-1,-15.8,1.53,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_SS_BDA_NE08_1-GigabitEthernet0/5/0,,0,Ph#1,สฟฟ.บางกระดี,Not Match,
INGBS0011205,CXP,C1_EO_PTI_NE08_1,GigabitEthernet0/1/0,C1_ACN1_L017=C1_EO_PTI_NE08_1 Ten0/1/0-to-C1_SS_BDA_NE08_1 Ten0/5/0,Ethernet,-7.92,,--,Normal,-1,-15.8,1,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,,10GBase-ER,,C1_EO_PTI_NE08_1-GigabitEthernet0/1/0,,0,Ph#1,กฟจ.ปทุมธานี,Not Match,
INGBS0011226,CXP,C1_EO_PTI_NE08_1,GigabitEthernet0/1/1,--,Ethernet,-40,,--,Critical Alert,-1,-15.8,1.07,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,,10GBase-ER,,C1_EO_PTI_NE08_1-GigabitEthernet0/1/1,,0,Ph#1,กฟจ.ปทุมธานี,Not Match,
N33AAQ72586,CXP,C1_EO_PTI_NE08_1,GigabitEthernet0/3/0,C1_EO_PTN_NE08_1 10GE 0/3/0-to-C1_EO_PTN_NE40 10GE3/0/0,Ethernet,-2.86,,--,Normal,-1,-9.9,-2.6,,--,Normal,-1,-7.3,MultiMode,10000,850,80,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF8502-BC+     ,--,--,,10GBase-SR,,C1_EO_PTI_NE08_1-GigabitEthernet0/3/0,,กฟจ.ปทุมธานี,Ph#5,กฟจ.ปทุมธานี,Match,
INGBS0011829,CXP,C1_EO_LLO_NE08_1,GigabitEthernet0/1/1,C1_ACN1_L022=C1_EO_LLO_NE08_1 Ten0/1/1-to-C1_EO_PTN_NE08_2 Ten0/4/0,Ethernet,-9.77,,--,Normal,-1,-15.8,1.1,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_EO_LLO_NE08_1-GigabitEthernet0/1/1,,0,Ph#1,กฟอ.ลาดหลุมแก้ว,Not Match,
N339BR07934,CXP,C1_EO_LLO_NE08_1,GigabitEthernet0/2/0,C1_ACN1_L066=C1_LLO_NE08_1_EO 10GE0/2/0-to-C1_LLO_NE08_2_EO 10GE0/3/0,Ethernet,-2.12,,--,Normal,-1,-9.9,-2.63,,--,Normal,-1,-7.3,MultiMode,10000,850,80,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF8502-BC+     ,--,--,34060494,10GBase-SR,,C1_EO_LLO_NE08_1-GigabitEthernet0/2/0,,กฟอ.ลาดหลุมแก้ว,Ph#3,กฟอ.ลาดหลุมแก้ว,Match,
INGBS0470666,CXP,C1_EO_LLO_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L026=C1_EO_LLO_NE08_1 Ten0/3/0-to-C1_SS_LAK_NE08_1 Ten0/3/0,Ethernet,-6.9,,--,Normal,-1,-15.8,0.91,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_EO_LLO_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,กฟอ.ลาดหลุมแก้ว,Not Match,
U7SA3B00099,CXP,C1_EO_LLO_NE08_1,GigabitEthernet0/4/0,C1_ACN1_L037=C1_LLO_NE08_1_EO 10GE0/4/0-to-C1_PQB_NE08_1_SS 10GE0/4/0,Ethernet,-9.02,,--,Normal,-1,-15.8,0.1,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1503-BC+     ,--,--,34060796,10GBase-ER,,C1_EO_LLO_NE08_1-GigabitEthernet0/4/0,,กฟอ.ลาดหลุมแก้ว,Ph#2,กฟอ.ลาดหลุมแก้ว,Match,
INGBS0013073,CXP,C1_SS_LAK_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L026=C1_SS_LAK_NE08_1 Ten0/3/0-to-C1_EO_LLO_NE08_1 Ten0/3/0,Ethernet,-6.95,,--,Normal,-1,-15.8,1.13,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_SS_LAK_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.ลาดหลุมแก้ว,Not Match,
INGBS0472530,CXP,C1_SS_LAK_NE08_1,GigabitEthernet0/5/0,C1_ACN1_L029=C1_SS_LAK_NE08_1 Ten0/5/0-to-C1_SS_SNO_NE08_1 Ten0/3/0,Ethernet,-8.11,,--,Normal,-1,-15.8,1.15,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_SS_LAK_NE08_1-GigabitEthernet0/5/0,,0,Ph#1,สฟฟ.ลาดหลุมแก้ว,Not Match,
Z16440PR3,CXP,C1_SS_SNO_NE08_1,GigabitEthernet0/1/0,C1_ACN1_L030=C1_SS_SNO_NE08_1 Ten0/1/0-to-C1_SS_LBL_NE08-1 Ten0/3/0,Ethernet,-28.86,,--,Critical Alert,-7,-23.97,1.22,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,--,10GBase-ZX,,C1_SS_SNO_NE08_1-GigabitEthernet0/1/0,,0,Ph#1,สฟฟ.ไทรน้อย,Not Match,
9YT109401338,CXP,C1_SS_SNO_NE08_1,GigabitEthernet0/2/0,C1_ACN1_L080=C1_SNO_NE08_1_SS 10GE0/2/0-to-C1_LBL_NE8K_1_E0 10GE0/3/0,Ethernet,-16.84,,--,Normal,-7,-24.08,1.01,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,Dual-fiber Bidirectional,SPP5100ZX-H1    ,--,--,--,10GBase-ZX,,C1_SS_SNO_NE08_1-GigabitEthernet0/2/0,,สฟฟ.ไทรน้อย,Ph#4,สฟฟ.ไทรน้อย,Match,
INGBT0192954,CXP,C1_SS_SNO_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L029=C1_SS_SNO_NE08_1 Ten0/3/0-to-C1_SS_LAK_NE08_1 Ten0/5/0,Ethernet,-6.42,,--,Normal,-1,-15.8,1.12,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,--,10GBase-ER,,C1_SS_SNO_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.ไทรน้อย,Not Match,
Z16440PQZ,CXP,C1_SS_LBL_NE08_1,GigabitEthernet0/1/0,To_C1_ACN1_L008=C1_SS_LBL_NE08_1 Ten0/5/0-to-C1_SS_SNA_NE08_1 Ten0/1/1,Ethernet,-14.03,,--,Normal,-7,-23.97,1.55,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,34060672,10GBase-ZX,,C1_SS_LBL_NE08_1-GigabitEthernet0/1/0,,0,Ph#1,สฟฟ.ลาดบัวหลวง,Not Match,
EB201900342657,CXP,C1_SS_LBL_NE08_1,GigabitEthernet0/2/0,C1_ACN1_L081=C1_LBL_NE08_1_SS 10GE0/2/0-to-C1_LBL_NE8K_1_E0 10GE0/4/0,Ethernet,-6.84,,--,Normal,-1,-15.8,0.11,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-410     ,--,--,34060796,10GBase-ER,,C1_SS_LBL_NE08_1-GigabitEthernet0/2/0,,สฟฟ.ลาดบัวหลวง,Ph#4,สฟฟ.ลาดบัวหลวง,Match,
Z16440PQN,CXP,C1_SS_LBL_NE08_1,GigabitEthernet0/3/0,To_C1_ACN1_L030=C1_SS_LBL_NE08_1 Ten0/3/0-to-C1_SS_SNO_NE08_1 Ten0/1/0,Ethernet,-9.48,,--,Normal,-7,-23.97,1.46,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,34060672,10GBase-ZX,,C1_SS_LBL_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.ลาดบัวหลวง,Not Match,
N3374082438,CXP,C1_SS_SNA_NE08_1,GigabitEthernet0/1/0,C1_WACN1_L04=C1_SS_SNA_NE08_1 Ten0/1/0-to-C1_SS_SNA_NE40 Ten2/0/1,Ethernet,-2.29,,--,Normal,-1,-9.9,-2.41,,--,Normal,-1,-7.3,MultiMode,10000,850,80,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF8502-BC+     ,--,--,34060494,10GBase-SR,,C1_SS_SNA_NE08_1-GigabitEthernet0/1/0,,0,Ph#1,สฟฟ.เสนา,Not Match,
Z16440PU6,CXP,C1_SS_SNA_NE08_1,GigabitEthernet0/1/1,C1_ACN1_L008=C1_SS_SNA_NE08_1 Ten0/1/1-to-C1_SS_LBL_NE08_1 Ten0/5/0,Ethernet,-14.36,,--,Normal,-7,-23.97,1.5,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,34060672,10GBase-ZX,,C1_SS_SNA_NE08_1-GigabitEthernet0/1/1,,0,Ph#1,สฟฟ.เสนา,Not Match,
HC205200160180,CXP,C1_SS_SNA_NE08_1,GigabitEthernet0/2/0,--,Ethernet,-7.85,,--,Normal,0.49,-14.4,-2.52,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-401     ,--,--,34060742,10GBase-LR,,C1_SS_SNA_NE08_1-GigabitEthernet0/2/0,,สฟฟ.เสนา,Ph#5,สฟฟ.เสนา,Match,
HC205200160179,CXP,C1_SS_SNA_NE08_1,GigabitEthernet0/2/1,C1_ACN7_L002=C1_SS_SNA_NE08_2 10GE0/2/1-to-C1_WH_SNA_NE8K_1 10GE0/4/0,Ethernet,-6.35,,--,Normal,0.49,-14.4,-2.07,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-401     ,--,--,34060742,10GBase-LR,,C1_SS_SNA_NE08_1-GigabitEthernet0/2/1,,สฟฟ.เสนา,Ph#5,สฟฟ.เสนา,Match,
EB203300160104,CXP,C1_SS_SNA_NE08_1,GigabitEthernet0/3/0,C1_ACN7_L005=C1_SS_SNA_NE08_1 10GE0/3/0-to-C1_SS_BSA_NE08_1 10GE0/5/0,Ethernet,-6.43,,--,Normal,-1,-15.8,0.23,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-410     ,--,--,34060796,10GBase-ER,,C1_SS_SNA_NE08_1-GigabitEthernet0/3/0,,สฟฟ.เสนา,Ph#5,สฟฟ.เสนา,Match,
INGBS0471873,CXP,C1_EO_SEN_NE08_1,GigabitEthernet0/1/0,C1_ACN8_L002=C1_EO_SEN_NE08_1 10GE0/1/0-to-C1_SS_BSA_NE08_2 10GE0/3/0,Ethernet,-5.35,,--,Normal,-1,-15.8,0.8,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,--,10GBase-ER,,C1_EO_SEN_NE08_1-GigabitEthernet0/1/0,,0,Ph#1,กฟอ.เสนา,Not Match,
INGBT0190838,CXP,C1_EO_SEN_NE08_1,GigabitEthernet0/1/1,--,Ethernet,-10.78,,--,Normal,-1,-15.8,0.88,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,--,10GBase-ER,,C1_EO_SEN_NE08_1-GigabitEthernet0/1/1,,0,Ph#1,กฟอ.เสนา,Not Match,
Z16440PQ8,CXP,C1_EO_SEN_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L028=C1_EO_SEN_NE08_1 Ten0/3/0-to-C1_SS_AYA 1_NE08_1 Ten0/3/0,Ethernet,-40,,--,Critical Alert,-7,-23.97,1.55,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,--,10GBase-ZX,,C1_EO_SEN_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,กฟอ.เสนา,Not Match,
Z16440PPR,CXP,C1_SS_AYA_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L028=C1_SS_AYA_NE08_1 Ten0/3/0-to-C1_EO_SEN_NE08_1 Ten0/3/0,Ethernet,-40,,--,Critical Alert,-7,-23.97,1.22,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,34060672,10GBase-ZX,,C1_SS_AYA_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.อยุธยา 1,Not Match,
Z16440PQ1,CXP,C1_SS_AYA_NE08_1,GigabitEthernet0/5/0,C1_ACN1_L024=C1_SS_AYA_NE08_1 Ten0/5/0-to-C1_EO_AYY_NE08_1 Ten0/3/0,Ethernet,-18.53,,--,Normal,-7,-23.97,1.55,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,--,10GBase-ZX,,C1_SS_AYA_NE08_1-GigabitEthernet0/5/0,,0,Ph#1,สฟฟ.อยุธยา 1,Not Match,
Z16440PGQ,CXP,C1_EO_AYY_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L024=C1_EO_AYY_NE08_1 Ten0/3/0-to-C1_SS_AYA 1_NE08_1 Ten0/5/0,Ethernet,-15.3,,--,Normal,-7,-23.97,1.49,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,34060672,10GBase-ZX,,C1_EO_AYY_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,กฟจ.อยุธยา,Not Match,
INGBS0475673,CXP,C1_EO_AYY_NE08_1,GigabitEthernet0/5/0,C1_ACN1_L003=C1_EO_AYY_NE08_1 Ten0/5/0-to-C1_ADDC_EO_AYY_NE08_1 Ten0/3/0,Ethernet,-11.14,,--,Normal,-1,-15.8,1.46,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_EO_AYY_NE08_1-GigabitEthernet0/5/0,,0,Ph#1,กฟจ.อยุธยา,Not Match,
N33AAQ72579,CXP,C1_SS_BSA_NE08_1,GigabitEthernet0/2/0,C1_ACN1_L083=C1_BSA_NE08_1_SS 10GE0/2/0-to-C1_BSA_NE8K_1_E0 10GE0/4/0,Ethernet,-2.83,,--,Normal,-1,-9.9,-2.64,,--,Normal,-1,-7.3,MultiMode,10000,850,80,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF8502-BC+     ,--,--,34060494,10GBase-SR,,C1_SS_BSA_NE08_1-GigabitEthernet0/2/0,,สฟฟ.บางไทร,Ph#5,สฟฟ.บางไทร,Match,
INGBS0013041,CXP,C1_SS_BSA_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L025=C1_SS_BSA_NE08_1 Ten0/3/0-to-C1_EO_SKO_NE08_1 Ten0/5/0,Ethernet,-6.18,,--,Normal,-1,-15.8,1.32,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_SS_BSA_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.บางไทร,Not Match,
EB202000060060,CXP,C1_SS_BSA_NE08_1,GigabitEthernet0/5/0,C1_ACN7_L005=C1_SS_BSA_NE08_1 10GE0/5/0-to-C1_SS_SNA_NE08_1 10GE0/3/0,Ethernet,-15.98,,--,Critical Alert,-1,-15.8,0.08,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-410     ,--,--,34060796,10GBase-ER,,C1_SS_BSA_NE08_1-GigabitEthernet0/5/0,,สฟฟ.บางไทร,Ph#4,สฟฟ.บางไทร,Match,
MA17200070692,CXP,C1_EO_SKO_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L023=C1_EO_SAK_NE08_1 10GE0/3/0-to-C1_SS_PQD_NE08_1 10GE0/4/0,Ethernet,-4.01,,--,Normal,0.49,-14.4,-3.31,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE      ,Unknown,--,--,Dual-fiber Bidirectional,MTRS-02X13-G    ,--,--,34060742,10GBase-LR,,C1_EO_SKO_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,กฟส.สามโคก,Not Match,
INGBS0472295,CXP,C1_EO_SKO_NE08_1,GigabitEthernet0/5/0,C1_ACN1_L025=C1_EO_SKO_NE08_1 Ten0/5/0-to-C1_SS_BSA_NE08_1 Ten0/3/0,Ethernet,-7.71,,--,Normal,-1,-15.8,0.97,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_EO_SKO_NE08_1-GigabitEthernet0/5/0,,0,Ph#1,กฟส.สามโคก,Not Match,
INGBS0470495,CXP,C1_SS_BIB_NE08_1,GigabitEthernet0/1/0,C1_ACN1_L019=C1_SS_BIB_NE08_1 Ten0/1/0-to-C1_SS_BNL_NE08_1 Ten0/5/0,Ethernet,-11.2,,--,Normal,-1,-15.8,1.3,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,--,10GBase-ER,,C1_SS_BIB_NE08_1-GigabitEthernet0/1/0,,0,Ph#1,สฟฟ.บางปะอิน 2,Not Match,
Z16440PJZ,CXP,C1_SS_BIB_NE08_1,GigabitEthernet0/1/1,C1_ACN1_L011=C1_SS_BIB_NE08_1 Ten0/1/1-to-C1_EO_PNI_NE08_1 Ten0/3/0,Ethernet,-10.33,,--,Normal,-7,-23.97,1.34,,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK          ,Unknown,--,--,Dual-fiber Bidirectional,TPP1XGKZRCZABE2G,--,--,--,10GBase-ZX,,C1_SS_BIB_NE08_1-GigabitEthernet0/1/1,,0,Ph#1,สฟฟ.บางปะอิน 2,Not Match,
EB202100052026,CXP,C1_SS_BIB_NE08_1,GigabitEthernet0/2/0,C1_ACN1_L060=C1_BIB_NE08_1_SS 10GE0/2/0-to-C1_BNM_NE08_1_SS 10GE0/4/0,Ethernet,-40,,--,Critical Alert,-1,-15.8,-0.06,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-410     ,--,--,--,10GBase-ER,,C1_SS_BIB_NE08_1-GigabitEthernet0/2/0,,สฟฟ.ดอนพุด,Ph#4,สฟฟ.บางปะอิน 2,Not Match,
INGBS0470466,CXP,C1_SS_BIB_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L018=C1_SS_BIB_NE08_1 10GE0/3/0-to-C1_E0_BIA_NE08_1 10GE0/4/0,Ethernet,-5.9,,--,Normal,-1,-15.8,1.35,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,--,10GBase-ER,,C1_SS_BIB_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,สฟฟ.บางปะอิน 2,Not Match,
N3374080706,CXP,C1_ADDC_EO_AYY_NE08_1,GigabitEthernet0/1/0,C1_WACN1_L02=C1_ADDC_EO_AYY_NE08_1 Ten0/1/0/0-to-C1_ADDC_EO_AYY_A9K Ten0/0/1/3,Ethernet,-2.21,,--,Normal,-1,-9.9,-2.13,,--,Normal,-1,-7.3,MultiMode,10000,850,80,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF8502-BC+     ,--,--,34060494,10GBase-SR,,C1_ADDC_EO_AYY_NE08_1-GigabitEthernet0/1/0,,0,Ph#1,ศจฟ.กฟก.1,Not Match,
INGBS0013962,CXP,C1_ADDC_EO_AYY_NE08_1,GigabitEthernet0/1/1,C1_ACN1_L004=C1_ADDC_EO_AYY_NE08_1 Ten0/1/1-to-C1_SS_BNL_NE08_1 Ten0/3/0,Ethernet,-11.23,,--,Normal,-1,-15.8,0.87,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_ADDC_EO_AYY_NE08_1-GigabitEthernet0/1/1,,0,Ph#1,ศจฟ.กฟก.1,Not Match,
INGBS0011223,CXP,C1_ADDC_EO_AYY_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L003=C1_ADDC_EO_AYY_NE08_1 Ten0/3/0-to-C1_EO_AYY_NE08_1 Ten0/5/0,Ethernet,-10.41,,--,Normal,-1,-15.8,0.87,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,34060796,10GBase-ER,,C1_ADDC_EO_AYY_NE08_1-GigabitEthernet0/3/0,,0,Ph#1,ศจฟ.กฟก.1,Not Match,
INGBS0011199,CXP,C1_SS_BNL_NE08_1,GigabitEthernet0/1/0,C1_ACN1_L019=C1_SS_BNL_NE08_1 Ten0/5/0-to-C1_SS_BIB_NE08_1 Ten0/1/0,Ethernet,-8.63,,--,Normal,-1,-15.8,1.24,,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT       ,Unknown,--,--,Dual-fiber Bidirectional,TR-PX15E-N00    ,--,--,--,10GBase-ER,,C1_SS_BNL_NE08_1-GigabitEthernet0/1/0,,0,Ph#1,สฟฟ.บ้านเลน 1,Not Match,
EC190200630411,CXP,C1_SS_BNL_NE08_1,GigabitEthernet0/2/0,C1_ACN1_L059=C1_BNL_NE08_1_SS 10GE0/2/0-to-C1_BNM_NE08_1_SS 10GE0/3/0,Ethernet,-10.02,,--,Normal,0.49,-14.4,-1.85,,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-401     ,--,--,--,10GBase-LR,,C1_SS_BNL_NE08_1-GigabitEthernet0/2/0,,สฟฟ.บ้านเลน 1,Ph#3,สฟฟ.บ้านเลน 1,Match,
